Variable 1,Variable 2,Correlation,P-value
C1PA24EC = High blood pressure therapy - Exercise,Family history of stroke,0.050255391498586106,0.0
C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4H73BI = What is the intensity of exercise/activity B?,0.05023049165804022,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4P1GS23 = Average of 2nd and 3rd systolic BPs,0.05023049165804022,0.0
Family history of heart disease,C4H73DFD = How many times per day do you do exercise/activity D?,0.05014201291239206,0.0
C4H73DFD = How many times per day do you do exercise/activity D?,Family history of heart disease,0.05014201291239206,0.0
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4P1GD = Average BP (sitting) diastolic,-0.05009029158987217,0.0
C4P1GD = Average BP (sitting) diastolic,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,-0.05009029158987217,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4H73EI = What is the intensity of exercise/activity E?,-0.049914515114547406,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4P1F1D = BP (sitting) 1 diastolic,-0.049914515114547406,0.0
C4H73DI = What is the intensity of exercise/activity D?,C1PA24B = Ever taken high blood pressure medicine,0.04990997849172701,0.0
C1PA24B = Ever taken high blood pressure medicine,C4H73DI = What is the intensity of exercise/activity D?,0.04990997849172701,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4H73EFW = How many days per week do you do exercise/activity E?,-0.04989005774070118,0.0
C4H73EFW = How many days per week do you do exercise/activity E?,C4P1F1D = BP (sitting) 1 diastolic,-0.04989005774070118,0.0
total_physical_activity,C4P1F1D = BP (sitting) 1 diastolic,0.049821846282320226,0.0
C4P1F1D = BP (sitting) 1 diastolic,total_physical_activity,0.049821846282320226,0.0
Family history of stroke,C4H1G = Have you ever had anemia or other blood disease?,0.04981143442534205,0.0
C4H1G = Have you ever had anemia or other blood disease?,Family history of stroke,0.04981143442534205,0.0
C4H73DFD = How many times per day do you do exercise/activity D?,C1PA24B = Ever taken high blood pressure medicine,0.04980248408395571,0.0
C1PA24B = Ever taken high blood pressure medicine,C4H73DFD = How many times per day do you do exercise/activity D?,0.04980248408395571,0.0
C4H73ES = Seasonal exercise/activity E?,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,-0.04979787271856423,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4H73ES = Seasonal exercise/activity E?,-0.04979787271856423,0.0
C4H73EC = Exercise/Activity E – Coded,C4P1F1D = BP (sitting) 1 diastolic,-0.04971664127022331,0.0
C4P1F1D = BP (sitting) 1 diastolic,C4H73EC = Exercise/Activity E – Coded,-0.04971664127022331,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,-0.049671086785580396,0.0
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4P1F2D = BP (sitting) 2 diastolic,-0.049671086785580396,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4P1GD = Average BP (sitting) diastolic,-0.04963036392038353,0.0
C4P1GD = Average BP (sitting) diastolic,C4H73EFD = How many times per day do you do exercise/activity E?,-0.04963036392038353,0.0
Family history of breast cancer,C4H73AFW = How many days per week do you do exercise/activity A?,-0.049588931876343834,0.0
C4H73AFW = How many days per week do you do exercise/activity A?,Family history of breast cancer,-0.049588931876343834,0.0
C1PA24B = Ever taken high blood pressure medicine,C4H73DC = Exercise/Activity D – Coded,0.049578675780690216,0.0
C4H73DC = Exercise/Activity D – Coded,C1PA24B = Ever taken high blood pressure medicine,0.049578675780690216,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H73GS = Seasonal exercise/activity G?,0.049523696028289536,0.0
C4H73GC = Exercise/Activity G – Coded,C1PA24EC = High blood pressure therapy - Exercise,0.049523696028289536,0.0
C4H73GS = Seasonal exercise/activity G?,C1PA24EC = High blood pressure therapy - Exercise,0.049523696028289536,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H73GC = Exercise/Activity G – Coded,0.049523696028289536,0.0
C4H73GFW = How many days per week do you do exercise/activity G?,C1PA24EC = High blood pressure therapy - Exercise,0.04950892120710115,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H73GFW = How many days per week do you do exercise/activity G?,0.04950892120710115,0.0
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C1PA24EC = High blood pressure therapy - Exercise,0.04943760793598238,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.04943760793598238,0.0
C4H73GFD = How many times per day do you do exercise/activity G?,C1PA24EC = High blood pressure therapy - Exercise,0.04941965889189852,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H73GFD = How many times per day do you do exercise/activity G?,0.04941965889189852,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H73BI = What is the intensity of exercise/activity B?,0.04940040647071659,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4P1F2D = BP (sitting) 2 diastolic,0.04940040647071659,0.0
C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,0.049342255897922835,0.0
C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C4BSBAP = Blood Bone Specific Alkaline Phospatase (UL),0.049342255897922835,0.0
C4H73GI = What is the intensity of exercise/activity G?,C1PA24EC = High blood pressure therapy - Exercise,0.049325591282489874,0.0
C1PA24EC = High blood pressure therapy - Exercise,C4H73GI = What is the intensity of exercise/activity G?,0.049325591282489874,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H73EFD = How many times per day do you do exercise/activity E?,-0.04928326437040034,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4P1F2D = BP (sitting) 2 diastolic,-0.04928326437040034,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C1PA28AA = Age breast cancer diagnosed,-0.04926957888842245,0.0
C1PA28AA = Age breast cancer diagnosed,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,-0.04926957888842245,0.0
C4H73DI = What is the intensity of exercise/activity D?,Family history of heart disease,0.04924594527011491,0.0
Family history of heart disease,C4H73DI = What is the intensity of exercise/activity D?,0.04924594527011491,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73FS = Seasonal exercise/activity F?,-0.04924162218822612,0.0
C4H73FS = Seasonal exercise/activity F?,C4P1F3D = BP (sitting) 3 diastolic,-0.04924162218822612,0.0
C4H73FI = What is the intensity of exercise/activity F?,C4P1F3D = BP (sitting) 3 diastolic,-0.0492130563508382,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73FI = What is the intensity of exercise/activity F?,-0.0492130563508382,0.0
C4H73EFW = How many days per week do you do exercise/activity E?,C4BTRIGL = Blood Triglycerides (mg/dL),-0.04920144187960133,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73EFW = How many days per week do you do exercise/activity E?,-0.04920144187960133,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4P1GD = Average BP (sitting) diastolic,0.049178457404956744,0.0
C4P1GD = Average BP (sitting) diastolic,C4H73BI = What is the intensity of exercise/activity B?,0.049178457404956744,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,-0.04910100837487677,0.0
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4P1F3D = BP (sitting) 3 diastolic,-0.04910100837487677,0.0
C4BCHOL = Blood Total Cholesterol (mg/dL),C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,-0.04907319495186778,0.0
C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4BCHOL = Blood Total Cholesterol (mg/dL),-0.04907319495186778,0.0
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,-0.04904787346421313,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,-0.04904787346421313,0.0
C4H73DFW = How many days per week do you do exercise/activity D?,C1PA24B = Ever taken high blood pressure medicine,0.049045765844770446,0.0
C1PA24B = Ever taken high blood pressure medicine,C4H73DFW = How many days per week do you do exercise/activity D?,0.049045765844770446,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73FFW = How many days per week do you do exercise/activity F?,-0.04902874744073163,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C4P1F3D = BP (sitting) 3 diastolic,-0.04902874744073163,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4P1GD = Average BP (sitting) diastolic,-0.049023409386715844,0.0
C4P1GD = Average BP (sitting) diastolic,C4H73EI = What is the intensity of exercise/activity E?,-0.049023409386715844,0.0
C4H73FFD = How many times per day do you do exercise/activity F?,C4P1F3D = BP (sitting) 3 diastolic,-0.049012994725968206,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73FFD = How many times per day do you do exercise/activity F?,-0.049012994725968206,0.0
C4P1F3D = BP (sitting) 3 diastolic,C4H73FC = Exercise/Activity F – Coded,-0.049001948391927945,0.0
C4H73FC = Exercise/Activity F – Coded,C4P1F3D = BP (sitting) 3 diastolic,-0.049001948391927945,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4P1F2D = BP (sitting) 2 diastolic,-0.048993543927363443,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H73EI = What is the intensity of exercise/activity E?,-0.048993543927363443,0.0
C4H73EFW = How many days per week do you do exercise/activity E?,C4P1GD = Average BP (sitting) diastolic,-0.04898263737311274,0.0
C4P1GD = Average BP (sitting) diastolic,C4H73EFW = How many days per week do you do exercise/activity E?,-0.04898263737311274,0.0
C4P1GD = Average BP (sitting) diastolic,C4H73EC = Exercise/Activity E – Coded,-0.04897447149258517,0.0
C4H73EC = Exercise/Activity E – Coded,C4P1GD = Average BP (sitting) diastolic,-0.04897447149258517,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4BTRIGL = Blood Triglycerides (mg/dL),-0.048971423239156195,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73EI = What is the intensity of exercise/activity E?,-0.048971423239156195,0.0
C4H73AI = What is the intensity of exercise/activity A?,Family history of high blood pressure,-0.04885696757233872,0.0
Family history of high blood pressure,C4H73AI = What is the intensity of exercise/activity A?,-0.04885696757233872,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H73EC = Exercise/Activity E – Coded,-0.04877880128604683,0.0
C4H73EC = Exercise/Activity E – Coded,C4P1F2D = BP (sitting) 2 diastolic,-0.04877880128604683,0.0
C4H1B = Have you ever had high blood pressure?,C4H73BI = What is the intensity of exercise/activity B?,-0.04873136523966113,0.0
C4H73BI = What is the intensity of exercise/activity B?,C4H1B = Have you ever had high blood pressure?,-0.04873136523966113,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4H73EFD = How many times per day do you do exercise/activity E?,-0.04872852113724007,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,-0.04872852113724007,0.0
C4H1E = Have you ever had a heart murmur?,C4H73CS = Seasonal exercise/activity C?,-0.048682971884662064,0.0
C4H73CS = Seasonal exercise/activity C?,C4H1E = Have you ever had a heart murmur?,-0.048682971884662064,0.0
C4P1F2D = BP (sitting) 2 diastolic,C4H73EFW = How many days per week do you do exercise/activity E?,-0.048668464425654506,0.0
C4H73EFW = How many days per week do you do exercise/activity E?,C4P1F2D = BP (sitting) 2 diastolic,-0.048668464425654506,0.0
C4BTRIGL = Blood Triglycerides (mg/dL),C4H73EFD = How many times per day do you do exercise/activity E?,-0.048551752917730305,0.0
C4H73EFD = How many times per day do you do exercise/activity E?,C4BTRIGL = Blood Triglycerides (mg/dL),-0.048551752917730305,0.0
C4H73FI = What is the intensity of exercise/activity F?,C1PA28AA = Age breast cancer diagnosed,0.04845222934559754,0.0
C1PA28AA = Age breast cancer diagnosed,C4H73FI = What is the intensity of exercise/activity F?,0.04845222934559754,0.0
C4H73DC = Exercise/Activity D – Coded,Family history of heart disease,0.04840527969710149,0.0
Family history of heart disease,C4H73DC = Exercise/Activity D – Coded,0.04840527969710149,0.0
C4P1F3S = BP (sitting) 3 systolic,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.048331314211421554,0.0
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4P1F3S = BP (sitting) 3 systolic,0.048331314211421554,0.0
C4H73GFD = How many times per day do you do exercise/activity G?,C4P1F3S = BP (sitting) 3 systolic,0.04827059820785735,0.0
C4P1F3S = BP (sitting) 3 systolic,C4H73GFD = How many times per day do you do exercise/activity G?,0.04827059820785735,0.0
C4H73GI = What is the intensity of exercise/activity G?,C4P1F3S = BP (sitting) 3 systolic,0.04826410311684164,0.0
C4P1F3S = BP (sitting) 3 systolic,C4H73GI = What is the intensity of exercise/activity G?,0.04826410311684164,0.0
C4P1F3S = BP (sitting) 3 systolic,C4H73GS = Seasonal exercise/activity G?,0.04826151049178712,0.0
C4H73GC = Exercise/Activity G – Coded,C4P1F3S = BP (sitting) 3 systolic,0.04826151049178712,0.0
C4H73GS = Seasonal exercise/activity G?,C4P1F3S = BP (sitting) 3 systolic,0.04826151049178712,0.0
C4P1F3S = BP (sitting) 3 systolic,C4H73GC = Exercise/Activity G – Coded,0.04826151049178712,0.0
C4H73DFW = How many days per week do you do exercise/activity D?,Family history of heart disease,0.04825731902397149,0.0
Family history of heart disease,C4H73DFW = How many days per week do you do exercise/activity D?,0.04825731902397149,0.0
C4H73FFW = How many days per week do you do exercise/activity F?,C1PA28AA = Age breast cancer diagnosed,0.048245446589135134,0.0
C1PA28AA = Age breast cancer diagnosed,C4H73FFW = How many days per week do you do exercise/activity F?,0.048245446589135134,0.0
C4H73EI = What is the intensity of exercise/activity E?,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,-0.048238256522100856,0.0
C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4H73EI = What is the intensity of exercise/activity E?,-0.048238256522100856,0.0
C4P1F3S = BP (sitting) 3 systolic,C4H73GFW = How many days per week do you do exercise/activity G?,0.04823546093696751,0.0
C4H73GFW = How many days per week do you do exercise/activity G?,C4P1F3S = BP (sitting) 3 systolic,0.04823546093696751,0.0
