Variable 1,Variable 2,Spearman Correlation,P-value,N
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD516 = Sun AM Time Get Out of Bed,-0.014337889021618666,0.23068977296155824,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD517 = Sun AM How Deeply Did You Sleep,-0.022806455513106103,0.056563528895077264,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD518 = Sun AM How Well Rested Do You Feel,-0.14771024382817521,2.1548694996359126e-35,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD519 = Sun AM How Alert Do You Feel,-0.09638729381194587,6.695617400322519e-16,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4AD520 = Sun AM Overall Quality of Sleep,-0.014807603728723615,0.2157701177875318,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4WA1SLT = Active 1 Sleep Time,0.01617797950989578,0.17623897633194133,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4WA1PSL = Active 1 % Sleep Time,-0.014557128577763869,0.2236372031820824,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4WA1SLB = Active 1 # Sleep Bouts,0.11387891262365722,1.2924111694242946e-21,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4WA1ASB = Active 1 Avg Sleep Bouts,-0.1989795172135755,2.3909033462238942e-63,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4WS2SLT = Sleep 2 Sleep Time,-0.134433630934559,1.4913676918653718e-29,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4WS2PSL = Sleep 2 % Sleep Time,0.1570180890994919,7.958641362056673e-40,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4WS2SLB = Sleep 2 # Sleep Bouts,-0.3320989732454812,1.3570799608883045e-179,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4WS2ASB = Sleep 2 Avg Sleep Bouts,0.17046066196944473,1.0028513785215702e-46,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4BCHOL = Blood Total Cholesterol (mg/dL),-0.06919873895015846,6.9821646157057896e-09,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4BHDL = Blood HDL Cholesterol (mg/dL),0.2994625294987908,8.52244800048588e-145,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4BLDL = Blood LDL Cholesterol (mg/dL),-0.12237781250861662,9.788264959029993e-25,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4BRTHDL = Blood Ratio Total / HDL Cholesterol,-0.31226146610706157,6.383596318222138e-158,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4H1I = Have you ever had diabetes?,-0.25770330984614664,1.9582687824167951e-106,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4BHA1C = Blood Hemoglobin A1c %,0.24629494552251718,4.249298156910791e-97,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4H1B = Have you ever had high blood pressure?,-0.09370670367479346,4.149107377954301e-15,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4P1GS = Average BP (sitting) systolic,-0.2642373841228257,5.342481167613932e-112,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4P1GD = Average BP (sitting) diastolic,-0.23952934006804608,8.725659782663138e-92,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C1PA26 = Ever had cancer,-0.15621917655243786,1.9602543906534394e-39,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C1PA28AA = Age breast cancer diagnosed,-0.06067361240872677,3.845292137350598e-07,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",C4H1P = Have you ever had cancer?,-0.2649849672545603,1.20495120988021e-112,6990
"C4H67 = For how many years did you regularly smoke a pipe or cigars, or use snuff or chewing tobacco?",Family history of breast cancer,-0.10862525431781096,8.462844596268719e-20,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?","C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",0.1436555601364004,1.5028344001769755e-33,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,-0.021484368994696895,0.07247655850901906,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,-0.012902025827135821,0.28079213620388316,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,-0.3708211339384024,8.667167390557437e-227,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,-0.20352658107197036,2.9808804751154394e-66,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD59 = Sun AM Minutes To Fall Asleep,0.12073744178512132,4.0802062503095925e-24,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD510 = Sun AM How Difficult To Fall Asleep,-0.1211551461753201,2.8419351913766226e-24,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD511 = Sun AM How Many Times Did You Wake,0.17141234317737408,3.0922988349519947e-47,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD512 = Sun AM Wake Because of Noise or Activity,0.2419125053904022,1.2257410296548868e-93,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?","C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.10091129335033294,2.7458669486874432e-17,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?","C4AD514 = Sun AM If Woke, Number of Times Left Bed",0.04793822544983652,6.0841746213838316e-05,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,-0.145200691970911,3.0244006238540657e-34,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD516 = Sun AM Time Get Out of Bed,-0.12592504572459087,4.178874482826626e-26,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD517 = Sun AM How Deeply Did You Sleep,-0.152026754348117,2.0543548385358796e-37,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD518 = Sun AM How Well Rested Do You Feel,0.08333445795335938,2.9904337130736614e-12,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD519 = Sun AM How Alert Do You Feel,0.061637415948258736,2.505983617973021e-07,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4AD520 = Sun AM Overall Quality of Sleep,-0.10991480605932613,3.0881650158750825e-20,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4WA1SLT = Active 1 Sleep Time,-0.06679782393770485,2.2712387153541824e-08,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4WA1PSL = Active 1 % Sleep Time,-0.011674887302001771,0.329088307674019,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4WA1SLB = Active 1 # Sleep Bouts,-0.1242982210521636,1.7952619656773164e-25,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4WA1ASB = Active 1 Avg Sleep Bouts,0.14949175409432036,3.21150345927554e-36,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4WS2SLT = Sleep 2 Sleep Time,0.2533899207546352,7.55336706521315e-103,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4WS2PSL = Sleep 2 % Sleep Time,-0.1993500038966547,1.395002687169587e-63,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4WS2SLB = Sleep 2 # Sleep Bouts,0.3732428537410127,5.774855939026394e-230,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4WS2ASB = Sleep 2 Avg Sleep Bouts,-0.22772180947049891,6.577583281214702e-83,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4BCHOL = Blood Total Cholesterol (mg/dL),0.23066713345322296,4.4693520008484463e-85,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4BHDL = Blood HDL Cholesterol (mg/dL),-0.2414602291510011,2.7639075482405865e-93,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4BLDL = Blood LDL Cholesterol (mg/dL),0.3198188339185043,5.516965728589837e-166,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4BRTHDL = Blood Ratio Total / HDL Cholesterol,0.3501020115435447,1.0400613821879173e-200,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4H1I = Have you ever had diabetes?,0.39566657800362287,1.0709167753605929e-260,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4BHA1C = Blood Hemoglobin A1c %,-0.36132296273444875,1.3634452390545822e-214,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4H1B = Have you ever had high blood pressure?,0.2859748146186974,1.137700303539246e-131,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4P1GS = Average BP (sitting) systolic,0.22716687693625817,1.6713369940545652e-82,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4P1GD = Average BP (sitting) diastolic,0.29542849138532656,8.53972183397281e-141,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C1PA26 = Ever had cancer,0.3431662039402372,2.082713773500481e-192,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C1PA28AA = Age breast cancer diagnosed,-0.058218147952285956,1.1122608150463575e-06,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",C4H1P = Have you ever had cancer?,0.312768070540951,1.8701490071827504e-158,6990
"C4H68 = In the past, did anyone in your household smoke tobacco inside your home regularly?",Family history of breast cancer,0.19615322411338204,1.4065851487662208e-61,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4SSQ_S1 = SLEEP Component 1 - Subjective Sleep Quality,-0.09387556270271642,3.704293936019845e-15,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4SSQ_S2 = SLEEP Component 2 - Sleep Latency,-0.06830036798554684,1.0906734640796589e-08,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4SSQ_S3 = SLEEP Component 3 - Sleep Duration,-0.040447479379529375,0.000718449267020249,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4SSQ_S4 = SLEEP Component 4 - Habitual Sleep Efficiency,-0.056674872898450794,2.1231408476509237e-06,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD59 = Sun AM Minutes To Fall Asleep,-0.20953756003888768,3.3591709849702176e-70,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD510 = Sun AM How Difficult To Fall Asleep,-0.0706680761552326,3.3262381879685766e-09,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD511 = Sun AM How Many Times Did You Wake,-0.1294464098459445,1.667667640089461e-27,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD512 = Sun AM Wake Because of Noise or Activity,-0.05843663590938028,1.0136470970194205e-06,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?","C4AD513 = Sun AM If Woke, Difficulty Getting To Sleep",-0.043342558892962124,0.000289226849553212,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?","C4AD514 = Sun AM If Woke, Number of Times Left Bed",-0.12464128813247831,1.3222697829115078e-25,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD515 = Sun AM Time Wake Up and Not Return To Sleep,-0.013579063426998488,0.2563152165531641,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD516 = Sun AM Time Get Out of Bed,-0.07087471069776236,2.9932617286905095e-09,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD517 = Sun AM How Deeply Did You Sleep,-0.1253533906161154,6.989833681777398e-26,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD518 = Sun AM How Well Rested Do You Feel,-0.12071418393095147,4.1630494581807756e-24,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD519 = Sun AM How Alert Do You Feel,-0.110698618645329,1.663637316522044e-20,6990
"C4H69 = Currently, does anyone regularly smoke cigarettes or other tobacco products inside your home?",C4AD520 = Sun AM Overall Quality of Sleep,-0.09555017404263433,1.1900015630160394e-15,6990
